CustomerID,Recency,Frequency,MonetaryTotal,MonetaryAvg,MonetaryStd,MonetaryMin,MonetaryMax,TotalQuantity,AvgQuantityPerTransaction,MinQuantity,MaxQuantity,CustomerTenureDays,FirstPurchaseDaysAgo,PreferredDayOfWeek,PreferredHour,PreferredMonth,WeekendPurchaseRatio,AvgDaysBetweenPurchases,UniqueProducts,UniqueDescriptions,AvgProductsPerTransaction,UniqueCountries,NegativeQuantityCount,ZeroPriceCount,CancelledTransactions,ReturnRatio,TotalTransactions,UniqueInvoices,AvgLinesPerInvoice,Age,RegistrationDate,NewsletterSubscribed,LastLoginIP,SupportTicketsCount,SatisfactionScore,RFMSegment,AgeCategory,SpendingCategory,CustomerType,FavoriteSeason,PreferredTimeOfDay,Region,LoyaltyLevel,ChurnRiskCategory,WeekendPreference,BasketSizeCategory,ProductDiversity,Gender,AccountStatus,Country,Churn
16395,61,5,1486.9,7.080476190476191,6.467459346154967,0.39,40.8,1476,7.0285714285714285,1,72,270,331,3,12,1,0.0,1.2822966507177034,150,153,30.0,1,0,0,0,0.0,210,5,42.0,,10/22/2010,Yes,227.28.133.169,1.0,1.0,Fidèles,Inconnu,High,Occasionnel,Hiver,Midi,UK,Établi,Élevé,Inconnu,Moyen,Explorateur,F,Active,United Kingdom,0
15510,331,1,250.0,250.0,0.0,250.0,250.0,2,2.0,2,2,0,331,3,12,1,0.0,,1,1,1.0,1,0,0,0,0.0,1,1,1.0,51.0,04/09/10,Yes,56.112.54.80,1.0,5.0,Dormants,45-54,Medium,Perdu,Hiver,Midi,UK,Nouveau,Critique,Inconnu,Petit,Spécialisé,Unknown,Active,United Kingdom,1
13614,24,4,1610.46,8.01223880597015,7.416536352144885,0.24,50.85,570,2.8358208955223883,1,12,306,331,1,14,11,0.0845771144278607,1.525,171,171,42.75,1,0,0,0,0.0,201,4,50.25,69.0,2010-11-17,Yes,105.18.205.43,2.0,4.0,Champions,65+,High,Occasionnel,Automne,Après-midi,UK,Établi,Faible,Semaine,Petit,Explorateur,M,Active,United Kingdom,0
13246,18,7,1922.1,13.44125874125874,28.031163765822924,-58.0,174.0,1552,10.853146853146852,-40,120,312,330,3,12,1,0.1678321678321678,2.1901408450704225,110,110,15.714285714285714,1,2,0,2,0.0139860139860139,143,7,20.428571428571427,,11/13/2010,Yes,89.74.157.10,1.0,2.0,Champions,Inconnu,High,Régulier,Hiver,Midi,UK,Établi,Faible,Semaine,Moyen,Explorateur,Unknown,Active,United Kingdom,0
15687,9,11,2981.5,17.74702380952381,6.14853641700901,-9.95,51.0,1308,7.785714285714286,-1,48,321,330,2,13,2,0.0,1.88622754491018,119,120,10.818181818181818,1,2,0,2,0.0119047619047619,168,11,15.272727272727272,55.0,31/12/10,Yes,134.208.89.236,3.0,2.0,Champions,55-64,VIP,Hyperactif,Hiver,Midi,UK,Établi,Faible,Inconnu,Moyen,Explorateur,F,Active,United Kingdom,0
16493,73,6,1329.66,21.446129032258067,14.471908498523447,-9.36,70.80000000000001,1113,17.951612903225808,-24,60,257,330,6,15,9,0.4516129032258064,4.180327868852459,40,40,6.666666666666667,1,6,0,6,0.0967741935483871,62,6,10.333333333333334,,2010-12-15,Yes,132.229.34.83,1.0,0.0,Fidèles,Inconnu,High,Occasionnel,Automne,Après-midi,UK,Établi,Élevé,Semaine,Grand,Explorateur,M,Active,United Kingdom,0
12490,5,10,5417.93,22.114,17.13391087776556,4.5600000000000005,171.84,3064,12.506122448979593,2,96,324,330,2,13,11,0.2040816326530612,1.3155737704918034,131,132,13.1,1,0,0,0,0.0,245,10,24.5,41.0,07/31/2010,Yes,161.132.172.98,2.0,5.0,Champions,35-44,VIP,Hyperactif,Automne,Midi,Europe continentale,Établi,Faible,Semaine,Moyen,Explorateur,F,Active,France,0
12672,330,1,225.9,22.59,12.750529400773916,10.2,47.7,78,7.8,2,15,0,330,4,9,1,0.0,0.0,10,10,10.0,1,0,0,0,0.0,10,1,10.0,,10/12/10,Yes,204.31.80.194,1.0,3.0,Dormants,Inconnu,Medium,Perdu,Hiver,Matin,Europe continentale,Nouveau,Critique,Inconnu,Moyen,Modéré,M,Active,France,1
13385,330,1,534.5699999999999,15.27342857142857,7.626670286820162,5.04,49.9,281,8.028571428571428,1,25,0,330,4,9,1,0.0,0.0,35,35,35.0,1,0,0,0,0.0,35,1,35.0,77.0,2011-02-03,Yes,241.186.60.2,1.0,5.0,Potentiels,65+,High,Perdu,Hiver,Matin,UK,Nouveau,Critique,Inconnu,Moyen,Explorateur,Unknown,Active,United Kingdom,1
15626,75,2,675.8000000000001,13.79183673469388,5.637759481637108,5.76,39.8,766,15.63265306122449,2,72,254,330,0,10,9,0.0,5.291666666666667,49,49,24.5,1,0,0,0,0.0,49,2,24.5,47.0,03/28/2010,Yes,36.198.125.188,3.0,4.0,Potentiels,45-54,High,Occasionnel,Automne,Matin,UK,Établi,Élevé,Inconnu,Grand,Explorateur,Unknown,Active,United Kingdom,0
12553,8,14,3652.25,18.633928571428573,12.543839324544937,-19.8,108.0,1924,9.816326530612244,-15,48,321,330,4,10,1,0.1122448979591836,1.6153846153846154,95,97,6.785714285714286,1,5,0,5,0.0255102040816326,196,14,14.0,72.0,22/01/11,Yes,151.103.247.175,4.0,5.0,Champions,65+,VIP,Hyperactif,Hiver,Matin,Europe continentale,Établi,Faible,Semaine,Moyen,Explorateur,M,Active,France,0
15213,319,3,325.05,13.002,5.3851740918934095,-3.3,19.5,270,10.8,-2,25,11,330,4,11,1,0.0,0.4583333333333333,22,22,7.333333333333333,1,1,0,1,0.04,25,3,8.333333333333334,59.0,2010-08-17,Yes,116.236.101.46,2.0,4.0,Potentiels,55-64,Medium,Perdu,Hiver,Matin,UK,Nouveau,Critique,Inconnu,Moyen,Explorateur,Unknown,Active,United Kingdom,1
14175,51,7,3108.0600000000004,18.95158536585366,14.23035276451304,-19.9,75.0,1461,8.908536585365853,-12,36,278,330,1,11,10,0.0,1.6932515337423313,139,139,19.857142857142858,1,15,0,15,0.0914634146341463,164,7,23.428571428571427,68.0,11/06/2010,Yes,80.107.44.147,3.0,1.0,Fidèles,65+,VIP,Régulier,Automne,Matin,UK,Établi,Moyen,Inconnu,Moyen,Explorateur,M,Active,United Kingdom,0
18106,330,1,430.7,11.043589743589743,14.176872286483375,0.85,81.6,128,3.282051282051282,1,32,0,330,4,12,1,0.0,0.0,33,33,33.0,1,0,0,0,0.0,39,1,39.0,,10/01/11,Yes,49.254.88.58,3.0,-1.0,Potentiels,Inconnu,Medium,Perdu,Hiver,Midi,UK,Nouveau,Critique,Inconnu,Petit,Explorateur,F,Active,United Kingdom,1
15033,5,11,2571.02,5.0117348927875245,5.467200736970511,-6.75,52.02,1692,3.298245614035088,-1,36,324,329,0,13,10,0.2651072124756335,0.623046875,315,314,28.63636363636364,1,3,0,3,0.0058479532163742,513,11,46.63636363636363,22.0,2010-03-23,Yes,91.135.94.169,2.0,1.0,Champions,18-24,VIP,Hyperactif,Automne,Midi,UK,Établi,Faible,Semaine,Petit,Explorateur,M,Active,United Kingdom,0
14329,9,14,4928.74,18.322453531598512,11.3060027611589,-39.9,79.8,3075,11.431226765799256,-6,288,320,329,4,13,1,0.0,1.171641791044776,218,220,15.571428571428571,1,10,0,10,0.037174721189591,269,14,19.214285714285715,46.0,08/25/2010,Yes,78.122.244.236,2.0,2.0,Champions,45-54,VIP,Hyperactif,Hiver,Midi,UK,Établi,Faible,Inconnu,Moyen,Explorateur,Unknown,Active,United Kingdom,0
16401,1,20,4061.24,20.51131313131313,25.017273043863057,-5.1,148.5,3858,19.484848484848484,-4,200,326,328,6,12,7,0.3787878787878788,1.619289340101523,68,71,3.4,1,12,0,12,0.0606060606060606,198,20,9.9,21.0,31/12/10,Yes,143.76.53.245,999.0,5.0,Champions,18-24,VIP,Hyperactif,Été,Midi,UK,Établi,Faible,Semaine,Grand,Explorateur,Unknown,Active,United Kingdom,0
16206,55,4,537.0600000000001,8.524761904761906,11.079828643303877,0.42,70.80000000000001,272,4.317460317460317,1,24,272,328,6,11,1,1.0,4.354838709677419,52,52,13.0,1,0,0,0,0.0,63,4,15.75,27.0,2010-06-29,Yes,221.23.77.73,2.0,2.0,Fidèles,25-34,High,Occasionnel,Hiver,Matin,UK,Établi,Moyen,Weekend,Petit,Explorateur,Unknown,Suspended,United Kingdom,0
13782,13,6,912.0,7.930434782608696,5.480680485234995,1.25,24.96,371,3.226086956521739,1,32,315,328,6,12,10,0.9217391304347826,2.736842105263158,96,98,16.0,1,0,0,0,0.0,115,6,19.166666666666668,73.0,12/13/2010,Yes,88.103.94.193,1.0,1.0,Fidèles,65+,High,Régulier,Automne,Midi,UK,Établi,Faible,Weekend,Petit,Explorateur,Unknown,Active,United Kingdom,0
12924,88,5,929.9500000000002,29.9983870967742,34.26542242521599,-3.75,152.64,480,15.483870967741936,-1,144,239,328,0,13,9,0.064516129032258,7.9,22,22,4.4,1,1,0,1,0.032258064516129,31,5,6.2,34.0,20/12/10,Yes,60.10.253.102,6.0,2.0,Fidèles,25-34,High,Occasionnel,Automne,Midi,UK,Établi,Élevé,Semaine,Grand,Explorateur,Unknown,Active,United Kingdom,0
16593,51,3,330.03000000000003,12.223333333333334,14.182367438261007,0.85,69.6,116,4.296296296296297,1,48,277,328,4,12,6,0.037037037037037,10.653846153846152,24,24,8.0,1,0,0,0,0.0,27,3,9.0,27.0,2010-10-22,Yes,58.175.143.9,2.0,1.0,Potentiels,25-34,Medium,Occasionnel,Été,Midi,UK,Établi,Moyen,Semaine,Petit,Explorateur,Unknown,Suspended,United Kingdom,0
13700,26,10,2265.12,11.498071065989848,13.654171611001487,0.29,99.6,2304,11.695431472081218,1,100,300,327,3,11,9,0.365482233502538,1.520408163265306,139,139,13.9,1,0,0,0,0.0,197,10,19.7,34.0,04/06/2010,Yes,13.151.161.137,2.0,3.0,Champions,25-34,VIP,Hyperactif,Automne,Matin,UK,Établi,Faible,Semaine,Moyen,Explorateur,Unknown,Active,United Kingdom,0
13064,13,4,1119.4900000000002,16.224492753623192,10.497964723786154,0.42,59.0,516,7.478260869565218,1,72,314,327,6,11,7,0.8260869565217391,4.602941176470588,51,50,12.75,1,0,0,0,0.0,69,4,17.25,77.0,11/07/10,Yes,131.222.73.116,1.0,1.0,Champions,65+,High,Occasionnel,Été,Matin,UK,Établi,Faible,Weekend,Moyen,Explorateur,Unknown,Active,United Kingdom,0
13048,14,5,1805.91,13.181824817518248,8.415356168319539,-30.0,47.2,1230,8.978102189781023,-8,27,312,327,4,13,1,0.291970802919708,2.2794117647058822,77,78,15.4,1,1,0,1,0.0072992700729927,137,5,27.4,,2010-10-10,Yes,255.153.125.111,0.0,3.0,Champions,Inconnu,High,Régulier,Hiver,Midi,UK,Établi,Faible,Semaine,Moyen,Explorateur,F,Active,United Kingdom,0
18069,26,7,2021.82,4.283516949152542,4.321972440785031,-9.9,34.5,1308,2.7711864406779663,-2,36,301,327,0,16,9,0.4703389830508475,0.6348195329087049,334,335,47.71428571428572,1,2,0,2,0.0042372881355932,472,7,67.42857142857143,41.0,03/03/2010,Yes,216.224.71.164,2.0,2.0,Champions,35-44,VIP,Régulier,Automne,Après-midi,UK,Établi,Faible,Semaine,Petit,Explorateur,M,Active,United Kingdom,0
13634,33,5,1575.16,8.378510638297872,7.66890602987632,0.39,51.0,704,3.74468085106383,1,25,293,327,6,12,9,0.3723404255319149,1.5614973262032086,156,156,31.2,1,0,0,0,0.0,188,5,37.6,22.0,22/10/10,Yes,89.20.81.182,2.0,1.0,Fidèles,18-24,High,Régulier,Automne,Midi,UK,Établi,Moyen,Semaine,Petit,Explorateur,F,Pending,United Kingdom,0
16843,43,17,10183.82,26.87023746701847,18.462294227547087,-12.75,142.8,10154,26.79155672823219,-5,324,284,327,3,14,7,0.050131926121372,0.7380952380952381,226,229,13.294117647058824,1,1,0,1,0.0026385224274406,379,17,22.294117647058822,51.0,2011-02-11,Yes,228.90.19.188,2.0,3.0,Champions,45-54,VIP,Régulier,Été,Après-midi,UK,Établi,Moyen,Semaine,Grand,Explorateur,M,Active,United Kingdom,0
17064,59,3,859.35,13.860483870967744,10.539122654159012,2.95,76.5,318,5.129032258064516,1,16,268,327,6,10,1,0.3709677419354839,4.377049180327869,53,53,17.666666666666668,1,0,0,0,0.0,62,3,20.666666666666668,,10/14/2010,Yes,165.112.131.107,2.0,1.0,Potentiels,Inconnu,High,Occasionnel,Hiver,Matin,UK,Établi,Moyen,Semaine,Moyen,Explorateur,F,Active,United Kingdom,0
17609,41,6,1103.9199999999998,4.638319327731092,3.8916580305460378,-8.3,33.9,721,3.0294117647058822,-2,36,286,327,6,16,1,0.7815126050420168,1.2025316455696202,199,200,33.166666666666664,1,1,0,1,0.0042016806722689,238,6,39.66666666666666,,02/12/10,Yes,121.92.214.239,1.0,4.0,Fidèles,Inconnu,High,Régulier,Hiver,Après-midi,UK,Établi,Moyen,Weekend,Petit,Explorateur,F,Active,United Kingdom,0
15673,88,4,2881.02,18.587225806451613,15.881337186310972,2.85,110.5,1514,9.76774193548387,1,48,238,327,0,16,1,0.3419354838709677,1.5389610389610389,107,108,26.75,1,0,0,0,0.0,155,4,38.75,,2010-04-04,Yes,147.181.248.174,7.0,4.0,Fidèles,Inconnu,VIP,Occasionnel,Hiver,Après-midi,UK,Établi,Élevé,Semaine,Moyen,Explorateur,Unknown,Active,United Kingdom,0
12626,23,13,6388.35,20.808957654723127,21.59416657994734,-68.0,144.0,3350,10.912052117263844,-32,48,303,327,3,11,10,0.0,0.9738562091503268,232,233,17.846153846153847,1,13,0,13,0.0423452768729641,307,13,23.615384615384617,30.0,01/01/2011,Yes,80.184.198.229,4.0,-1.0,Champions,25-34,VIP,Hyperactif,Automne,Matin,Europe continentale,Établi,Faible,Inconnu,Moyen,Explorateur,M,Active,Germany,0
14976,57,8,765.86,10.49123287671233,11.264493496677153,-25.0,51.0,230,3.150684931506849,-4,12,269,327,3,16,3,0.0,3.7222222222222223,47,47,5.875,1,1,0,1,0.0136986301369863,73,8,9.125,79.0,29/10/10,Yes,31.53.113.240,3.0,4.0,Fidèles,65+,High,Régulier,Printemps,Après-midi,UK,Établi,Moyen,Inconnu,Petit,Explorateur,M,Active,United Kingdom,0
12388,16,6,2780.6600000000003,27.806600000000003,16.842798132415318,9.36,81.36,1462,14.62,3,96,311,327,3,11,7,0.22,3.121212121212121,57,58,9.5,1,0,0,0,0.0,100,6,16.666666666666668,60.0,2010-11-03,Yes,34.31.188.139,4.0,5.0,Champions,55-64,VIP,Régulier,Été,Matin,Océanie,Établi,Faible,Semaine,Moyen,Explorateur,F,Active,Australia,0
13527,34,8,2263.76,10.106071428571427,7.1340578151339145,-23.75,35.8,1673,7.46875,-19,48,293,327,6,12,8,0.8348214285714286,1.304932735426009,153,154,19.125,1,1,0,1,0.0044642857142857,224,8,28.0,60.0,11/16/2010,Yes,228.6.27.7,-1.0,3.0,Fidèles,55-64,VIP,Régulier,Été,Midi,UK,Établi,Moyen,Weekend,Moyen,Explorateur,Unknown,Active,United Kingdom,0
15696,33,12,2644.46,14.94045197740113,9.9445946269597,-59.95,59.95,1022,5.7740112994350286,-1,24,293,327,6,14,11,0.3954802259887006,1.6363636363636365,140,141,11.666666666666666,1,6,0,6,0.0338983050847457,177,12,14.75,,29/03/10,Yes,49.96.200.60,2.0,5.0,Champions,Inconnu,VIP,Régulier,Automne,Après-midi,UK,Établi,Moyen,Semaine,Moyen,Explorateur,F,Active,United Kingdom,0
15316,327,1,165.0,165.0,0.0,165.0,165.0,100,100.0,100,100,0,327,0,11,1,0.0,,1,1,1.0,1,0,0,0,0.0,1,1,1.0,28.0,2010-11-20,Yes,33.249.47.244,0.0,4.0,Dormants,25-34,Medium,Perdu,Hiver,Matin,UK,Nouveau,Critique,Inconnu,Grand,Spécialisé,F,Active,United Kingdom,1
12673,5,2,610.52,14.536190476190477,10.091602631403546,0.85,45.0,351,8.357142857142858,1,30,321,327,0,11,1,0.4523809523809524,7.829268292682927,42,42,21.0,1,0,0,0,0.0,42,2,21.0,68.0,12/16/2010,Yes,172.207.119.27,5.0,2.0,Fidèles,65+,High,Occasionnel,Hiver,Matin,Europe continentale,Établi,Faible,Semaine,Moyen,Explorateur,Unknown,Active,Germany,0
15296,44,10,3610.31,18.05155,14.70078991818443,-17.9,175.2,1757,8.785,-2,72,282,327,0,11,1,0.0,1.4020100502512562,137,139,13.7,1,6,0,6,0.03,200,10,20.0,64.0,08/12/10,Yes,222.22.47.93,1.0,5.0,Champions,55-64,VIP,Régulier,Hiver,Matin,UK,Établi,Moyen,Inconnu,Moyen,Explorateur,Unknown,Active,United Kingdom,0
17988,12,8,191.17,4.901794871794872,6.979590876184676,-9.95,39.95,42,1.0769230769230769,-1,3,314,327,0,11,1,0.3076923076923077,8.263157894736842,37,37,4.625,1,1,0,1,0.0256410256410256,39,8,4.875,,2010-05-27,Yes,233.176.158.2,3.0,2.0,Fidèles,Inconnu,Medium,Régulier,Hiver,Matin,UK,Établi,Faible,Semaine,Petit,Explorateur,M,Active,United Kingdom,0
12820,3,4,942.34,15.97186440677966,5.279517831490072,6.959999999999999,37.8,722,12.23728813559322,4,48,323,327,0,13,10,0.0,5.551724137931035,55,55,13.75,1,0,0,0,0.0,59,4,14.75,,11/04/2010,Yes,143.47.27.199,3.0,1.0,Fidèles,Inconnu,High,Occasionnel,Automne,Midi,UK,Établi,Faible,Inconnu,Moyen,Explorateur,F,Active,United Kingdom,0
13001,4,15,9797.92,28.64888888888889,45.13893198315611,-9.9,415.00000000000006,5497,16.073099415204677,-5,198,322,327,2,14,2,0.0321637426900584,0.9266862170087976,166,167,11.066666666666666,1,3,0,3,0.0087719298245614,342,15,22.8,,23/01/10,Yes,27.213.141.183,1.0,5.0,Champions,Inconnu,VIP,Hyperactif,Hiver,Après-midi,UK,Établi,Faible,Semaine,Grand,Explorateur,M,Active,United Kingdom,0
14101,74,6,5976.790000000001,170.7654285714286,142.33508023928144,0.85,550.0,6942,198.3428571428572,1,2160,252,326,4,12,2,0.1142857142857142,7.352941176470588,15,16,2.5,1,0,0,0,0.0,35,6,5.833333333333333,,2011-02-12,Yes,145.75.187.10,0.0,1.0,Fidèles,Inconnu,VIP,Occasionnel,Hiver,Midi,UK,Établi,Élevé,Semaine,Grand,Modéré,Unknown,Closed,United Kingdom,0
14238,326,1,146.85,18.35625,8.843780603177741,7.5,30.0,111,13.875,3,32,0,326,0,14,1,0.0,0.0,8,8,8.0,1,0,0,0,0.0,8,1,8.0,48.0,03/11/2010,Yes,121.33.206.165,1.0,0.0,Dormants,45-54,Medium,Perdu,Hiver,Après-midi,UK,Nouveau,Critique,Inconnu,Moyen,Modéré,M,Active,United Kingdom,1
17730,3,15,5288.83,24.040136363636364,25.635142055399232,-6.25,204.0,3567,16.213636363636365,-5,50,323,326,1,9,6,0.0,1.447488584474886,127,130,8.466666666666667,1,2,0,2,0.009090909090909,220,15,14.666666666666666,28.0,25/05/10,Yes,126.8.161.135,0.0,3.0,Champions,25-34,VIP,Hyperactif,Été,Matin,UK,Établi,Faible,Inconnu,Grand,Explorateur,F,Active,United Kingdom,0
13929,169,3,802.85,80.285,122.8422340737184,-39.8,398.0,139,13.9,-4,40,157,326,3,15,6,0.0,17.333333333333332,8,8,2.6666666666666665,1,1,0,1,0.1,10,3,3.333333333333333,71.0,2011-02-03,Yes,162.71.135.41,2.0,2.0,Potentiels,65+,High,Nouveau,Été,Après-midi,UK,Jeune,Critique,Inconnu,Moyen,Modéré,M,Pending,United Kingdom,1
14657,18,5,838.27,6.600551181102362,5.5076247735452375,-9.95,30.0,465,3.661417322834646,-1,24,308,326,0,15,1,0.0,2.4365079365079363,103,103,20.6,1,1,0,1,0.0078740157480314,127,5,25.4,,11/29/2010,Yes,118.228.55.7,0.0,1.0,Fidèles,Inconnu,High,Régulier,Hiver,Après-midi,UK,Établi,Faible,Inconnu,Petit,Explorateur,M,Active,United Kingdom,0
13859,326,1,201.16,7.184285714285714,4.38536744401739,1.68,19.9,129,4.607142857142857,1,25,0,326,0,16,1,0.0,0.0,27,27,27.0,1,0,0,0,0.0,28,1,28.0,25.0,29/10/10,Yes,84.146.237.171,0.0,4.0,Dormants,25-34,Medium,Perdu,Hiver,Après-midi,UK,Nouveau,Critique,Inconnu,Petit,Explorateur,Unknown,Active,United Kingdom,1
18212,326,1,248.42,5.7772093023255815,5.582642455726754,0.55,23.6,101,2.3488372093023258,1,12,0,326,0,16,1,0.0,0.0,30,30,30.0,1,0,0,0,0.0,43,1,43.0,21.0,2011-01-03,Yes,233.78.168.53,3.0,5.0,Dormants,18-24,Medium,Perdu,Hiver,Après-midi,UK,Nouveau,Critique,Inconnu,Petit,Explorateur,M,Active,United Kingdom,1
14292,8,14,4819.329999999999,44.62342592592592,71.18445189054334,-20.8,297.0,1643,15.212962962962964,-10,100,318,326,0,12,5,0.1851851851851851,2.925233644859813,67,68,4.785714285714286,1,8,0,8,0.074074074074074,108,14,7.714285714285714,,08/12/2010,Yes,14.149.113.251,2.0,1.0,Champions,Inconnu,VIP,Hyperactif,Printemps,Midi,UK,Établi,Faible,Semaine,Grand,Explorateur,M,Active,United Kingdom,0
13883,1,9,2538.75,16.379032258064516,11.457815444999971,-30.6,51.0,1368,8.825806451612904,-24,48,325,326,3,10,5,0.0,2.090909090909091,110,112,12.22222222222222,1,13,0,13,0.0838709677419354,155,9,17.22222222222222,21.0,21/11/10,Yes,57.91.46.154,2.0,5.0,Champions,18-24,VIP,Régulier,Printemps,Matin,UK,Établi,Faible,Inconnu,Moyen,Explorateur,F,Active,United Kingdom,0
18233,326,1,440.0,440.0,0.0,440.0,440.0,4,4.0,4,4,0,326,1,8,1,0.0,,1,1,1.0,1,0,0,0,0.0,1,1,1.0,73.0,2010-12-04,Yes,91.152.133.170,2.0,5.0,Potentiels,65+,Medium,Perdu,Hiver,Matin,UK,Nouveau,Critique,Inconnu,Petit,Spécialisé,M,Active,United Kingdom,1
17018,41,2,920.1,57.50625,21.232065961653376,9.9,75.0,176,11.0,2,36,285,326,6,11,10,0.625,19.0,15,15,7.5,1,0,0,0,0.0,16,2,8.0,,10/08/2010,Yes,102.220.106.171,3.0,5.0,Potentiels,Inconnu,High,Occasionnel,Automne,Matin,UK,Établi,Moyen,Weekend,Moyen,Modéré,M,Active,United Kingdom,0
14242,235,2,280.55,17.534375,3.435050642518486,10.2,25.5,123,7.6875,2,12,91,326,1,8,1,0.0,6.066666666666666,13,13,6.5,1,0,0,0,0.0,16,2,8.0,20.0,07/02/11,Yes,128.250.32.216,1.0,1.0,Dormants,18-24,Medium,Perdu,Hiver,Matin,UK,Jeune,Critique,Inconnu,Moyen,Modéré,Unknown,Active,United Kingdom,1
12356,23,3,2811.43,47.65135593220339,48.5722968956169,3.75,324.0,1591,26.966101694915253,2,120,302,326,1,9,1,0.0,5.206896551724138,53,53,17.666666666666668,1,0,0,0,0.0,59,3,19.666666666666668,,2011-01-15,Yes,6.74.238.244,2.0,1.0,Fidèles,Inconnu,VIP,Occasionnel,Hiver,Matin,Europe continentale,Établi,Faible,Inconnu,Grand,Explorateur,Unknown,Suspended,Portugal,0
12346,326,2,0.0,0.0,109154.09391278002,-77183.6,77183.6,0,0.0,-74215,74215,0,326,1,10,1,0.0,0.0,1,1,0.5,1,1,0,1,0.5,2,2,1.0,20.0,06/27/2010,Yes,195.135.29.34,0.0,5.0,Dormants,18-24,Low,Perdu,Hiver,Matin,UK,Nouveau,Critique,Inconnu,Petit,Spécialisé,Unknown,Active,United Kingdom,1
13898,326,1,155.93,12.994166666666668,5.782912852586148,4.5600000000000005,22.5,133,11.083333333333334,2,24,0,326,1,10,1,0.0,0.0,12,12,12.0,1,0,0,0,0.0,12,1,12.0,44.0,06/05/10,Yes,7.81.77.58,0.0,4.0,Dormants,35-44,Medium,Perdu,Hiver,Matin,UK,Nouveau,Critique,Inconnu,Moyen,Modéré,Unknown,Active,United Kingdom,1
16948,139,3,435.02,22.89578947368421,15.689073804469952,6.8,50.4,1614,84.94736842105263,8,900,187,326,6,12,7,0.4736842105263157,10.333333333333334,15,15,5.0,1,0,0,0,0.0,19,3,6.333333333333333,,2010-11-29,Yes,85.159.73.45,5.0,2.0,Potentiels,Inconnu,Medium,Nouveau,Été,Midi,UK,Établi,Critique,Semaine,Grand,Modéré,Unknown,Active,United Kingdom,1
16997,288,3,702.0,58.5,34.28291384666977,19.5,97.5,360,30.0,10,50,37,326,3,11,2,0.0,3.363636363636364,7,8,2.333333333333333,1,0,0,0,0.0,12,3,4.0,,05/17/2010,Yes,47.77.209.200,2.0,5.0,Potentiels,Inconnu,High,Perdu,Hiver,Matin,UK,Jeune,Critique,Inconnu,Grand,Modéré,M,Active,United Kingdom,1
12527,82,3,348.71000000000004,19.37277777777778,13.665484131048844,5.04,50.400000000000006,234,13.0,1,24,243,326,1,12,1,0.0,14.294117647058824,18,18,6.0,1,0,0,0,0.0,18,3,6.0,67.0,15/02/10,Yes,201.73.168.240,1.0,4.0,Potentiels,65+,Medium,Occasionnel,Hiver,Midi,Europe continentale,Établi,Élevé,Inconnu,Moyen,Modéré,Unknown,Active,Germany,0
15395,326,1,107.45000000000002,15.350000000000003,1.6643316977093243,13.5,17.85,17,2.4285714285714284,2,3,0,326,1,12,1,0.0,0.0,7,7,7.0,1,0,0,0,0.0,7,1,7.0,,2011-01-26,Yes,116.30.190.71,1.0,2.0,Dormants,Inconnu,Medium,Perdu,Hiver,Midi,UK,Nouveau,Critique,Inconnu,Petit,Modéré,Unknown,Pending,United Kingdom,1
12510,143,2,982.57,29.774848484848484,32.124828805109225,8.5,162.72,353,10.696969696969695,3,48,182,325,1,14,1,0.0,5.6875,29,29,14.5,1,0,0,0,0.0,33,2,16.5,,02/02/2010,Yes,145.103.230.133,0.0,5.0,Potentiels,Inconnu,High,Nouveau,Hiver,Après-midi,Europe continentale,Établi,Critique,Inconnu,Moyen,Explorateur,Unknown,Active,Spain,1
13693,325,2,-32.0,-8.0,5.486042896903621,-14.85,-2.95,-6,-1.5,-3,-1,0,325,1,15,1,0.0,0.0,4,4,2.0,1,4,0,4,1.0,4,2,2.0,,08/02/11,Yes,209.104.122.129,2.0,2.0,Dormants,Inconnu,Low,Perdu,Hiver,Après-midi,UK,Nouveau,Critique,Inconnu,Petit,Spécialisé,F,Active,United Kingdom,1
13263,1,35,7454.07,4.444883720930233,4.819827554026415,0.19,122.4,4780,2.850327966607036,1,60,323,325,1,13,3,0.0655933214072748,0.1825775656324582,450,454,12.857142857142858,1,0,0,0,0.0,1677,35,47.91428571428571,36.0,2010-04-13,Yes,208.209.222.31,1.0,5.0,Champions,35-44,VIP,Hyperactif,Printemps,Midi,UK,Établi,Faible,Semaine,Petit,Explorateur,M,Active,United Kingdom,0
14428,7,7,1230.14,8.311756756756756,9.550899214439225,-7.5,76.32000000000001,428,2.891891891891892,-4,72,317,325,3,16,11,0.0,2.136054421768708,108,108,15.428571428571429,1,4,0,4,0.027027027027027,148,7,21.142857142857142,38.0,07/31/2010,Yes,163.109.72.240,1.0,1.0,Champions,35-44,High,Régulier,Automne,Après-midi,UK,Établi,Faible,Inconnu,Petit,Explorateur,Unknown,Active,United Kingdom,0
12451,11,6,8933.52,25.164845070422537,22.1643936262773,-102.0,244.8,6455,18.183098591549296,-120,120,313,325,2,9,1,0.0,0.8757062146892656,265,265,44.16666666666666,1,1,0,1,0.0028169014084507,355,6,59.16666666666666,22.0,18/11/10,Yes,248.158.127.231,4.0,5.0,Champions,18-24,VIP,Régulier,Hiver,Matin,Europe continentale,Établi,Faible,Inconnu,Grand,Explorateur,Unknown,Active,Switzerland,0
