CustomerID,Recency,Frequency,MonetaryTotal,MonetaryAvg,MonetaryStd,MonetaryMin,MonetaryMax,TotalQuantity,AvgQuantityPerTransaction,MinQuantity,MaxQuantity,CustomerTenureDays,FirstPurchaseDaysAgo,PreferredDayOfWeek,PreferredHour,PreferredMonth,WeekendPurchaseRatio,AvgDaysBetweenPurchases,UniqueProducts,UniqueDescriptions,AvgProductsPerTransaction,UniqueCountries,NegativeQuantityCount,ZeroPriceCount,CancelledTransactions,ReturnRatio,TotalTransactions,UniqueInvoices,AvgLinesPerInvoice,Age,RegistrationDate,NewsletterSubscribed,SupportTicketsCount,SatisfactionScore,RFMSegment,AgeCategory,SpendingCategory,CustomerType,FavoriteSeason,PreferredTimeOfDay,Region,LoyaltyLevel,ChurnRiskCategory,WeekendPreference,BasketSizeCategory,ProductDiversity,Gender,AccountStatus,Country,Churn,AvgBasketValue,TenureRatio,IP_Version,IP_FirstOctet,IP_IsPrivate
17146,106,3,749.78,21.42228571428572,26.17190175896036,6.6000000000000005,170.0,212,6.057142857142857,2,24,253,359,0,12,3,0.0,7.411764705882353,33,33,11.0,1,0,0,0,0.0,35,3,11.666666666666666,46.0,15/11/10,Yes,1.0,1.0,Potentiels,45-54,High,Nouveau,Printemps,Midi,UK,Établi,Critique,Inconnu,Moyen,Explorateur,F,Active,United Kingdom,1,187.445,0.41732283464566927,4,141,0
12877,4,12,1535.7700000000002,9.972532467532467,12.410395419152575,0.58,79.2,1178,7.64935064935065,1,48,354,359,1,13,11,0.1168831168831168,2.2745098039215685,100,100,8.333333333333334,1,0,0,0,0.0,154,12,12.833333333333334,,2010-09-28,Yes,3.0,4.0,Champions,Inconnu,High,Hyperactif,Automne,Midi,UK,Établi,Faible,Semaine,Moyen,Explorateur,F,Active,United Kingdom,0,118.13615384615386,0.011267605633802818,4,167,0
15394,10,4,2183.5400000000004,25.688705882352945,11.708388200674891,13.0,76.5,910,10.705882352941176,2,40,348,359,3,14,5,0.0,4.142857142857143,54,56,13.5,1,0,0,0,0.0,85,4,21.25,28.0,01/20/2010,Yes,1.0,-1.0,Champions,25-34,VIP,Occasionnel,Printemps,Après-midi,UK,Établi,Faible,Inconnu,Moyen,Explorateur,M,Active,United Kingdom,0,436.7080000000001,0.02865329512893983,4,58,0
14621,1,6,1765.7599999999998,18.39333333333333,10.331817353426327,-12.75,59.400000000000006,987,10.28125,-2,48,357,358,2,13,12,0.1770833333333333,3.736842105263158,80,80,13.333333333333334,1,4,0,4,0.0416666666666666,96,6,16.0,35.0,30/10/10,Yes,3.0,4.0,Champions,35-44,High,Régulier,Hiver,Midi,UK,Établi,Faible,Semaine,Moyen,Explorateur,M,Closed,United Kingdom,0,252.25142857142853,0.002793296089385475,4,25,0
15379,169,8,3631.89,18.530051020408163,12.24472681888732,-53.7,70.80000000000001,2293,11.698979591836734,-6,100,189,358,3,13,1,0.0510204081632653,0.9435897435897436,145,146,18.125,1,2,0,2,0.010204081632653,196,8,24.5,64.0,2010-12-07,Yes,1.0,4.0,Fidèles,55-64,VIP,Nouveau,Hiver,Midi,UK,Établi,Critique,Semaine,Moyen,Explorateur,F,Active,United Kingdom,1,403.5433333333333,0.8894736842105263,4,113,0
14309,8,10,2319.6800000000003,18.85918699186992,17.843888727162877,-8.850000000000001,138.24,1619,13.16260162601626,-6,192,350,358,3,9,6,0.0,2.8278688524590163,75,75,7.5,1,6,0,6,0.048780487804878,123,10,12.3,,10/11/2010,Yes,2.0,5.0,Champions,Inconnu,VIP,Hyperactif,Été,Matin,UK,Établi,Faible,Inconnu,Moyen,Explorateur,F,Active,United Kingdom,0,210.88000000000002,0.022792022792022793,4,30,0
17288,9,7,1419.73,9.998098591549295,12.05714043071977,0.19,60.0,1203,8.471830985915492,1,72,349,358,6,13,11,0.7676056338028169,2.4539007092198584,118,118,16.857142857142858,1,0,0,0,0.0,142,7,20.285714285714285,26.0,20/02/10,Yes,0.0,1.0,Champions,25-34,High,Régulier,Automne,Midi,UK,Établi,Faible,Weekend,Moyen,Explorateur,M,Active,United Kingdom,0,177.46625,0.025714285714285714,4,110,0
14709,15,14,4911.140000000001,24.929644670050767,11.85556992043835,-9.9,62.400000000000006,2482,12.598984771573605,-2,48,343,358,3,9,8,0.1472081218274111,1.719387755102041,71,72,5.071428571428571,1,1,0,1,0.0050761421319796,197,14,14.071428571428571,27.0,2010-11-03,Yes,1.0,1.0,Champions,25-34,VIP,Hyperactif,Été,Matin,UK,Établi,Faible,Semaine,Moyen,Explorateur,M,Active,United Kingdom,0,327.4093333333334,0.0436046511627907,4,32,0
15157,4,5,1869.5,14.056390977443607,12.654918874681355,-15.12,85.0,2242,16.857142857142858,-39,72,354,358,3,13,12,0.0,2.6742424242424243,126,126,25.2,1,8,0,8,0.0601503759398496,133,5,26.6,75.0,08/30/2010,Yes,2.0,2.0,Champions,65+,High,Régulier,Hiver,Midi,UK,Établi,Faible,Inconnu,Grand,Explorateur,Unknown,Active,United Kingdom,0,311.5833333333333,0.011267605633802818,4,126,0
17744,4,7,2291.08,16.723211678832115,11.89772821458357,-31.32,60.0,3376,24.64233576642336,-36,150,354,358,1,12,12,0.0875912408759124,2.588235294117647,111,110,15.857142857142858,1,1,0,1,0.0072992700729927,137,7,19.571428571428573,61.0,26/12/09,Yes,1.0,5.0,Champions,55-64,VIP,Régulier,Hiver,Midi,UK,Établi,Faible,Semaine,Grand,Explorateur,M,Active,United Kingdom,0,286.385,0.011267605633802818,4,243,1
16316,64,12,2755.5599999999995,17.66384615384615,30.872066264411963,-125.0,250.0,1466,9.397435897435898,-6,36,293,358,3,10,5,0.0,1.870967741935484,121,123,10.083333333333334,1,5,0,5,0.032051282051282,156,12,13.0,34.0,2010-10-02,Yes,0.0,5.0,Champions,25-34,VIP,Occasionnel,Printemps,Matin,UK,Établi,Élevé,Inconnu,Moyen,Explorateur,Unknown,Active,United Kingdom,0,211.96615384615382,0.21768707482993196,4,75,0
15620,50,6,1524.4,14.657692307692308,6.696564433004221,-15.0,31.6,899,8.64423076923077,-12,28,308,358,4,12,10,0.0,2.970873786407767,92,92,15.333333333333334,1,4,0,4,0.0384615384615384,104,6,17.333333333333332,78.0,10/18/2010,Yes,2.0,3.0,Fidèles,65+,High,Régulier,Automne,Midi,UK,Établi,Moyen,Inconnu,Moyen,Explorateur,Unknown,Active,United Kingdom,0,217.77142857142857,0.16181229773462782,4,173,0
15789,358,1,351.3,14.052,4.609323883897362,5.04,23.4,438,17.52,6,36,0,358,3,14,12,0.0,0.0,25,25,25.0,1,0,0,0,0.0,25,1,25.0,55.0,19/12/09,Yes,2.0,3.0,Potentiels,55-64,Medium,Perdu,Hiver,Après-midi,UK,Nouveau,Critique,Inconnu,Grand,Explorateur,M,Active,United Kingdom,1,175.65,358.0,4,19,0
16560,21,3,816.5100000000001,14.077758620689655,9.402683089100003,-24.9,39.6,498,8.586206896551724,-6,25,337,358,6,10,11,0.6206896551724138,5.894736842105263,53,53,17.666666666666668,1,1,1,1,0.0172413793103448,58,3,19.33333333333333,24.0,2010-12-11,Yes,3.0,3.0,Fidèles,18-24,High,Occasionnel,Automne,Matin,UK,Établi,Faible,Weekend,Moyen,Explorateur,M,Active,United Kingdom,0,204.12750000000003,0.0621301775147929,4,46,0
13534,2,43,5613.08,16.41251461988304,12.120885326857266,-29.85,41.6,2876,8.409356725146198,-11,25,355,358,2,10,7,0.0,0.9882697947214076,119,122,2.7674418604651163,1,46,0,46,0.1345029239766081,342,43,7.953488372093023,63.0,10/02/2010,Yes,1.0,1.0,Champions,55-64,VIP,Hyperactif,Été,Matin,UK,Établi,Faible,Inconnu,Moyen,Explorateur,M,Active,United Kingdom,0,127.57,0.0056179775280898875,4,245,1
17580,253,3,215.72,4.793777777777777,7.691224423413552,0.58,47.7,88,1.9555555555555555,1,6,105,358,0,14,1,0.0,2.363636363636364,43,43,14.333333333333334,1,0,0,0,0.0,45,3,15.0,,13/10/10,Yes,1.0,2.0,Dormants,Inconnu,Medium,Perdu,Hiver,Après-midi,UK,Jeune,Critique,Inconnu,Petit,Explorateur,Unknown,Active,United Kingdom,1,53.93,2.3867924528301887,4,231,0
14777,4,2,-17.45,-5.816666666666666,4.965212315030781,-11.55,-2.95,-9,-3.0,-7,-1,353,358,3,15,12,0.0,176.5,2,2,1.0,1,3,0,3,1.0,3,2,1.5,,2010-10-22,Yes,2.0,2.0,Potentiels,Inconnu,Low,Occasionnel,Hiver,Après-midi,UK,Établi,Faible,Inconnu,Petit,Spécialisé,Unknown,Active,United Kingdom,0,-5.816666666666666,0.011299435028248588,4,128,0
15759,218,3,253.04,36.14857142857143,24.646186607378315,5.04,68.0,60,8.571428571428571,4,12,139,358,3,15,12,0.0,23.166666666666668,5,5,1.6666666666666667,1,0,0,0,0.0,7,3,2.333333333333333,59.0,11/05/2010,Yes,2.0,4.0,Dormants,55-64,Medium,Perdu,Hiver,Après-midi,UK,Jeune,Critique,Inconnu,Moyen,Modéré,Unknown,Active,United Kingdom,1,63.26,1.5571428571428572,4,227,0
14373,358,1,76.55,19.1375,7.4078083803511,10.2,25.5,17,4.25,1,12,0,358,3,15,12,0.0,0.0,4,4,4.0,1,0,0,0,0.0,4,1,4.0,26.0,11/12/10,Yes,2.0,2.0,Dormants,25-34,Low,Perdu,Hiver,Après-midi,UK,Nouveau,Critique,Inconnu,Petit,Spécialisé,Unknown,Active,United Kingdom,1,38.275,358.0,4,22,0
18176,354,2,448.65,13.595454545454544,9.293053215611208,-21.5,33.0,279,8.454545454545455,-2,24,4,358,3,15,12,0.0,0.125,30,30,15.0,1,3,0,3,0.0909090909090909,33,2,16.5,,2010-04-03,Yes,2.0,3.0,Potentiels,Inconnu,Medium,Perdu,Hiver,Après-midi,UK,Nouveau,Critique,Inconnu,Moyen,Explorateur,Unknown,Active,United Kingdom,1,149.54999999999998,70.8,4,127,1
15366,75,2,602.5100000000001,13.693409090909093,4.91629655622529,5.04,30.0,621,14.113636363636363,1,50,282,358,6,15,9,0.8181818181818182,6.558139534883721,37,37,18.5,1,0,0,0,0.0,44,2,22.0,44.0,09/18/2010,Yes,3.0,0.0,Potentiels,35-44,High,Occasionnel,Automne,Après-midi,UK,Établi,Élevé,Weekend,Moyen,Explorateur,M,Active,United Kingdom,0,200.8366666666667,0.26501766784452296,4,7,0
14735,4,34,5807.6900000000005,28.33019512195122,21.814274917077103,-39.6,107.1,2160,10.53658536585366,-12,56,354,358,3,11,5,0.0195121951219512,1.6764705882352942,99,104,2.911764705882353,1,11,0,11,0.0536585365853658,205,34,6.029411764705882,,07/12/10,Yes,3.0,4.0,Champions,Inconnu,VIP,Hyperactif,Printemps,Matin,UK,Établi,Faible,Semaine,Moyen,Explorateur,M,Active,United Kingdom,0,165.93400000000003,0.011267605633802818,4,17,0
16271,3,6,1423.29,10.621567164179105,10.56348404977691,-5.95,62.400000000000006,1037,7.738805970149253,-1,48,355,358,3,12,11,0.0,2.661654135338346,90,91,15.0,1,1,0,1,0.0074626865671641,134,6,22.33333333333333,19.0,2010-10-08,Yes,1.0,1.0,Champions,18-24,High,Régulier,Automne,Midi,UK,Établi,Faible,Inconnu,Moyen,Explorateur,Unknown,Active,United Kingdom,0,203.32714285714286,0.008426966292134831,4,30,0
18223,2,27,6315.2300000000005,21.12117056856188,18.462700498545622,-19.9,177.60000000000002,2890,9.665551839464882,-10,96,356,358,0,9,10,0.0869565217391304,1.151006711409396,119,122,4.407407407407407,1,27,0,27,0.0903010033444816,299,27,11.074074074074074,22.0,11/17/2010,Yes,1.0,2.0,Champions,18-24,VIP,Hyperactif,Automne,Matin,UK,Établi,Faible,Semaine,Moyen,Explorateur,M,Active,United Kingdom,0,225.54392857142858,0.0056022408963585435,4,225,0
15532,25,6,1517.08,5.768365019011407,6.238754829327006,-19.9,35.400000000000006,508,1.9315589353612168,-5,36,332,358,6,13,6,0.6083650190114068,1.263358778625954,205,208,34.166666666666664,1,7,0,7,0.026615969581749,263,6,43.833333333333336,46.0,10/11/10,Yes,3.0,5.0,Champions,45-54,High,Régulier,Été,Midi,UK,Établi,Faible,Weekend,Petit,Explorateur,M,Active,United Kingdom,0,216.72571428571428,0.07507507507507508,4,75,0
16816,103,4,417.06000000000006,14.895,4.981727723502271,4.5600000000000005,23.4,274,9.785714285714286,2,24,254,358,6,15,1,0.6428571428571429,9.37037037037037,28,28,7.0,1,0,0,0,0.0,28,4,7.0,54.0,2010-10-29,Yes,3.0,3.0,Potentiels,45-54,Medium,Nouveau,Hiver,Après-midi,UK,Établi,Critique,Weekend,Moyen,Explorateur,Unknown,Active,United Kingdom,1,83.412,0.403921568627451,4,189,0
16684,4,31,65892.08,234.49138790035587,214.00434308976327,-331.2,1494.0000000000002,49390,175.76512455516016,-480,800,353,358,2,10,10,0.1708185053380783,1.2285714285714286,120,122,3.870967741935484,1,4,0,4,0.0142348754448398,281,31,9.064516129032258,55.0,06/28/2010,Yes,2.0,1.0,Champions,55-64,VIP,Hyperactif,Automne,Matin,UK,Établi,Faible,Semaine,Grand,Explorateur,F,Active,United Kingdom,0,2059.1275,0.011299435028248588,4,195,0
14334,17,9,2539.46,15.579509202453988,6.528229280241972,-12.75,58.0,1730,10.613496932515336,-1,40,341,358,2,10,3,0.0,2.074074074074074,98,99,10.88888888888889,1,1,0,1,0.0061349693251533,163,9,18.11111111111111,36.0,05/03/10,Yes,999.0,1.0,Champions,35-44,VIP,Régulier,Printemps,Matin,UK,Établi,Faible,Inconnu,Moyen,Explorateur,Unknown,Active,United Kingdom,0,253.946,0.049707602339181284,4,34,0
16945,22,19,4345.5,17.451807228915662,6.97263709737727,2.9,62.400000000000006,2725,10.943775100401606,1,108,336,358,1,12,3,0.0803212851405622,1.3306451612903225,137,139,7.2105263157894735,1,0,0,0,0.0,249,19,13.105263157894736,,2010-11-26,Yes,3.0,2.0,Champions,Inconnu,VIP,Hyperactif,Printemps,Midi,UK,Établi,Faible,Semaine,Moyen,Explorateur,Unknown,Active,United Kingdom,0,217.275,0.06528189910979229,4,37,0
14643,170,3,668.6099999999999,19.665,19.608603592517365,-8.4,75.60000000000001,755,22.205882352941178,-20,48,187,358,2,14,12,0.0,5.666666666666667,30,29,10.0,1,3,0,3,0.088235294117647,34,3,11.333333333333334,,02/21/2010,Yes,2.0,5.0,Potentiels,Inconnu,High,Nouveau,Hiver,Après-midi,UK,Établi,Critique,Inconnu,Grand,Explorateur,M,Active,United Kingdom,1,167.15249999999997,0.9042553191489362,4,124,0
15197,9,5,656.44,18.23444444444445,102.38644685544342,-419.4,419.4,453,12.583333333333334,-12,42,349,358,1,10,11,0.0,9.914285714285716,30,30,6.0,1,4,0,4,0.1111111111111111,36,5,7.2,,25/08/10,Yes,2.0,3.0,Fidèles,Inconnu,High,Régulier,Automne,Matin,UK,Établi,Faible,Inconnu,Moyen,Explorateur,Unknown,Active,United Kingdom,0,109.40666666666668,0.025714285714285714,4,78,0
14220,247,2,632.3999999999999,30.114285714285707,25.11345208676588,14.85,121.68,272,12.952380952380953,3,72,110,358,3,18,12,0.0,5.5,21,21,10.5,1,0,0,0,0.0,21,2,10.5,18.0,2010-05-24,Yes,3.0,3.0,Potentiels,18-24,High,Perdu,Hiver,Soir,UK,Jeune,Critique,Inconnu,Moyen,Explorateur,M,Active,United Kingdom,1,210.79999999999995,2.225225225225225,4,221,0
13874,358,1,540.45,30.025,40.3010335949778,10.5,178.75,180,10.0,1,32,0,358,3,18,12,0.0,0.0,18,18,18.0,1,0,0,0,0.0,18,1,18.0,39.0,04/19/2010,Yes,1.0,3.0,Potentiels,35-44,High,Perdu,Hiver,Soir,UK,Nouveau,Critique,Inconnu,Moyen,Modéré,F,Active,United Kingdom,1,270.225,358.0,4,72,0
18260,173,8,2595.0,18.535714285714285,12.350978707199433,-12.75,81.12,1469,10.492857142857142,-4,96,185,358,2,10,3,0.1857142857142857,1.3093525179856116,86,86,10.75,1,6,0,6,0.0428571428571428,140,8,17.5,69.0,11/11/10,Yes,3.0,3.0,Fidèles,65+,VIP,Nouveau,Printemps,Matin,UK,Établi,Critique,Semaine,Moyen,Explorateur,F,Active,United Kingdom,1,288.3333333333333,0.9301075268817204,4,19,0
17848,81,9,901.2,17.67058823529412,27.503186899831427,0.5700000000000001,148.72,398,7.803921568627451,1,88,276,358,3,17,6,0.0,5.46,41,41,4.555555555555555,1,0,0,0,0.0,51,9,5.666666666666667,34.0,2010-03-21,Yes,0.0,2.0,Fidèles,25-34,High,Occasionnel,Été,Après-midi,UK,Établi,Élevé,Inconnu,Moyen,Explorateur,M,Active,United Kingdom,0,90.12,0.2924187725631769,4,134,0
17392,307,2,457.91,7.385645161290322,7.284604835523359,0.29,33.6,320,5.161290322580645,1,25,51,358,3,19,12,0.2096774193548387,0.8360655737704918,53,53,26.5,1,0,0,0,0.0,62,2,31.0,80.0,10/11/2010,Yes,3.0,2.0,Potentiels,65+,Medium,Perdu,Hiver,Soir,UK,Jeune,Critique,Semaine,Moyen,Explorateur,F,Active,United Kingdom,1,152.63666666666668,5.903846153846154,4,133,0
12348,75,4,1797.24,57.97548387096774,48.51485730087982,13.2,240.0,2341,75.51612903225806,1,144,282,358,3,19,12,0.0967741935483871,9.4,22,22,5.5,1,0,0,0,0.0,31,4,7.75,24.0,07/11/10,Yes,1.0,5.0,Fidèles,18-24,High,Occasionnel,Hiver,Soir,Europe du Nord,Établi,Élevé,Semaine,Grand,Explorateur,M,Active,Finland,0,359.448,0.26501766784452296,4,249,1
14985,198,2,296.75,3.410919540229885,3.313974509797938,0.42,19.0,260,2.9885057471264367,1,48,159,358,3,19,12,0.0,1.848837209302325,78,78,39.0,1,0,0,0,0.0,87,2,43.5,42.0,2010-07-28,Yes,4.0,4.0,Dormants,35-44,Medium,Perdu,Hiver,Soir,UK,Jeune,Critique,Inconnu,Petit,Explorateur,F,Closed,United Kingdom,1,98.91666666666667,1.2375,4,155,0
13004,12,22,5613.43,13.72476772616137,6.190902560773758,-15.8,39.75,4796,11.726161369193154,-12,72,346,358,4,12,11,0.0464547677261613,0.8235294117647058,277,281,12.590909090909092,1,5,0,5,0.0122249388753056,409,22,18.59090909090909,62.0,05/18/2010,Yes,2.0,2.0,Champions,55-64,VIP,Hyperactif,Automne,Midi,UK,Établi,Faible,Semaine,Moyen,Explorateur,F,Active,United Kingdom,0,244.0621739130435,0.0345821325648415,4,49,0
14560,7,24,2174.1800000000003,28.607631578947373,29.129425025492512,-53.64,136.0,1223,16.092105263157894,-36,240,350,358,4,12,10,0.0263157894736842,4.56,39,40,1.625,1,2,0,2,0.0263157894736842,76,24,3.1666666666666665,21.0,21/03/10,Yes,3.0,3.0,Champions,18-24,VIP,Hyperactif,Automne,Midi,UK,Établi,Faible,Semaine,Grand,Explorateur,Unknown,Active,United Kingdom,0,86.9672,0.019943019943019943,4,126,0
12931,22,20,33462.81,328.06676470588235,675.0280078342797,-2432.7000000000003,4176.0,23377,229.18627450980392,-432,2880,336,358,3,13,8,0.0,3.247524752475248,29,31,1.45,1,20,0,20,0.196078431372549,102,20,5.1,,2010-10-23,Yes,2.0,5.0,Champions,Inconnu,VIP,Hyperactif,Été,Midi,UK,Établi,Faible,Inconnu,Grand,Explorateur,Unknown,Active,United Kingdom,0,1593.4671428571428,0.06528189910979229,4,54,0
13627,59,7,1624.0200000000002,17.2768085106383,20.84094038560847,-12.75,203.52,1266,13.46808510638298,-2,192,298,358,3,9,6,0.0,3.172043010752688,84,83,12.0,1,2,0,2,0.0212765957446808,94,7,13.428571428571429,,12/07/2010,Yes,1.0,3.0,Fidèles,Inconnu,High,Régulier,Été,Matin,UK,Établi,Moyen,Inconnu,Moyen,Explorateur,M,Pending,United Kingdom,0,203.00250000000003,0.19732441471571907,4,162,0
12551,358,1,168.0,16.8,3.198958163736021,12.5,19.5,100,10.0,10,10,0,358,4,11,12,0.0,0.0,10,10,10.0,1,0,0,0,0.0,10,1,10.0,,27/12/10,Yes,2.0,2.0,Dormants,Inconnu,Medium,Perdu,Hiver,Matin,Europe continentale,Nouveau,Critique,Inconnu,Moyen,Modéré,F,Active,Spain,1,84.0,358.0,4,244,1
12782,5,6,2273.32,21.245981308411217,19.286198303930075,-45.0,112.0,1070,10.0,-12,50,352,358,2,10,12,0.0,3.292452830188679,81,82,13.5,1,4,0,4,0.0373831775700934,107,6,17.833333333333332,48.0,2010-12-28,Yes,3.0,5.0,Champions,45-54,VIP,Régulier,Hiver,Matin,Europe continentale,Établi,Faible,Inconnu,Moyen,Explorateur,F,Active,Portugal,0,324.76000000000005,0.014164305949008499,4,220,0
14769,3,10,10641.6,9.727239488117002,9.539672901612818,-12.5,165.0,7406,6.769652650822669,-25,132,354,358,6,13,9,0.8747714808043876,0.3202195791399817,718,724,71.8,1,4,0,4,0.0036563071297989,1094,10,109.4,,10/05/2010,Yes,3.0,3.0,Champions,Inconnu,VIP,Hyperactif,Automne,Midi,UK,Établi,Faible,Weekend,Moyen,Explorateur,M,Closed,United Kingdom,0,967.4181818181819,0.008450704225352112,4,63,0
15780,184,3,475.28,16.388965517241378,5.202449522530974,6.6000000000000005,30.6,220,7.586206896551724,1,24,174,358,0,9,4,0.0,6.178571428571429,26,26,8.666666666666666,1,0,0,0,0.0,29,3,9.666666666666666,78.0,15/04/10,Yes,1.0,4.0,Potentiels,65+,Medium,Perdu,Printemps,Matin,UK,Jeune,Critique,Inconnu,Moyen,Explorateur,Unknown,Active,United Kingdom,1,118.82,1.0514285714285714,4,234,0
12417,3,12,3578.8,18.074747474747475,12.161928893185998,-19.95,84.0,1539,7.772727272727272,-6,50,354,358,3,14,8,0.1161616161616161,1.7715736040609138,158,159,13.166666666666666,2,6,0,6,0.0303030303030303,198,12,16.5,61.0,2010-07-18,Yes,1.0,1.0,Champions,55-64,VIP,Hyperactif,Été,Après-midi,Europe continentale,Établi,Faible,Semaine,Moyen,Explorateur,Unknown,Closed,Belgium,0,275.2923076923077,0.008450704225352112,4,42,0
17315,1,43,6204.459999999999,12.740164271047226,20.323907296381016,-41.3,175.2,3856,7.917864476386037,-14,432,356,358,1,10,8,0.0759753593429158,0.6954732510288066,259,260,6.023255813953488,1,14,0,14,0.028747433264887,487,43,11.325581395348838,71.0,10/30/2010,Yes,1.0,1.0,Champions,65+,VIP,Hyperactif,Été,Matin,UK,Établi,Faible,Semaine,Moyen,Explorateur,M,Active,United Kingdom,0,141.01045454545454,0.0028011204481792717,4,242,1
16711,3,5,1651.03,75.04681818181818,67.3632701520971,15.12,297.0,833,37.86363636363637,8,144,354,358,4,14,7,0.3181818181818182,16.761904761904763,18,18,3.6,1,0,0,0,0.0,22,5,4.4,56.0,22/09/10,Yes,0.0,3.0,Champions,55-64,High,Régulier,Été,Après-midi,UK,Établi,Faible,Semaine,Grand,Modéré,F,Active,United Kingdom,0,275.1716666666667,0.008450704225352112,4,36,0
12726,28,7,2609.1,21.041129032258063,11.24606736753999,6.72,54.0,3143,25.346774193548388,1,192,329,357,4,10,11,0.1209677419354838,2.6422764227642275,57,57,8.142857142857142,1,0,0,0,0.0,124,7,17.714285714285715,44.0,2010-10-17,Yes,3.0,1.0,Champions,35-44,VIP,Régulier,Automne,Matin,Europe continentale,Établi,Faible,Semaine,Grand,Explorateur,M,Active,France,0,326.1375,0.08484848484848485,4,172,0
15204,357,1,316.58,35.175555555555555,19.57198451301701,15.0,68.0,258,28.666666666666668,8,96,0,357,4,13,12,0.0,0.0,9,9,9.0,1,0,0,0,0.0,9,1,9.0,27.0,02/17/2010,Yes,2.0,4.0,Potentiels,25-34,Medium,Perdu,Hiver,Midi,UK,Nouveau,Critique,Inconnu,Grand,Modéré,Unknown,Pending,United Kingdom,1,158.29,357.0,4,29,0
17888,19,10,525.78,6.491111111111111,15.362848043250311,-72.0,72.0,431,5.320987654320987,-200,200,338,357,4,12,7,0.0,4.175,60,60,6.0,1,14,0,14,0.1728395061728395,81,10,8.1,43.0,03/06/10,Yes,1.0,4.0,Champions,35-44,High,Hyperactif,Été,Midi,UK,Établi,Faible,Inconnu,Moyen,Explorateur,M,Active,United Kingdom,0,47.79818181818182,0.05604719764011799,4,192,0
17007,51,7,877.43,16.555283018867925,11.60864210633506,-12.5,74.25,587,11.075471698113208,-10,64,306,357,3,10,10,0.1509433962264151,5.865384615384615,50,50,7.142857142857143,1,1,0,1,0.0188679245283018,53,7,7.571428571428571,36.0,2011-01-08,Yes,0.0,0.0,Fidèles,35-44,High,Régulier,Automne,Matin,UK,Établi,Moyen,Semaine,Moyen,Explorateur,Unknown,Active,United Kingdom,0,109.67875,0.16612377850162866,4,205,0
15160,357,1,158.16000000000005,39.540000000000006,45.09366252590269,6.959999999999999,106.2,84,21.0,12,36,0,357,4,14,12,0.0,0.0,4,4,4.0,1,0,0,0,0.0,4,1,4.0,56.0,06/23/2010,Yes,2.0,4.0,Dormants,55-64,Medium,Perdu,Hiver,Après-midi,UK,Nouveau,Critique,Inconnu,Grand,Spécialisé,Unknown,Active,United Kingdom,1,79.08000000000003,357.0,4,99,0
14016,154,5,4328.46,26.718888888888888,32.078780645496224,-12.75,207.50000000000003,2124,13.11111111111111,-1,96,203,357,4,10,7,0.0,1.248447204968944,154,154,30.8,1,1,0,1,0.0061728395061728,162,5,32.4,79.0,19/03/10,Yes,0.0,1.0,Fidèles,65+,VIP,Nouveau,Été,Matin,Autre,Établi,Critique,Inconnu,Moyen,Explorateur,F,Active,EIRE,1,721.41,0.7549019607843137,4,61,0
13033,357,1,190.55,17.32272727272727,3.493806207874418,10.5,19.5,83,7.545454545454546,3,10,0,357,4,14,12,0.0,0.0,11,11,11.0,1,0,0,0,0.0,11,1,11.0,20.0,2010-04-01,Yes,2.0,0.0,Dormants,18-24,Medium,Perdu,Hiver,Après-midi,UK,Nouveau,Critique,Inconnu,Moyen,Modéré,F,Active,United Kingdom,1,95.275,357.0,4,81,0
12691,28,6,1035.8,32.36875,33.14135354079747,7.800000000000001,158.39999999999998,394,12.3125,1,96,329,357,0,14,1,0.1875,10.548387096774194,21,21,3.5,1,0,0,0,0.0,32,6,5.333333333333333,62.0,09/23/2010,Yes,0.0,1.0,Champions,55-64,High,Régulier,Hiver,Après-midi,Europe continentale,Établi,Faible,Semaine,Moyen,Explorateur,Unknown,Active,France,0,147.97142857142856,0.08484848484848485,4,225,0
13869,123,4,3104.95,10.11384364820847,5.946527372548426,0.42,35.7,1721,5.605863192182411,1,36,233,357,0,13,8,0.1628664495114006,0.761437908496732,234,235,58.5,1,0,0,0,0.0,307,4,76.75,30.0,10/10/10,Yes,2.0,4.0,Fidèles,25-34,VIP,Nouveau,Été,Midi,UK,Établi,Critique,Semaine,Moyen,Explorateur,F,Active,United Kingdom,1,620.99,0.5256410256410257,4,176,0
14146,9,6,2949.57,12.039061224489796,31.45187748077861,-183.6,183.6,1886,7.697959183673469,-48,48,348,357,3,15,12,0.0,1.4221311475409837,183,184,30.5,1,35,0,35,0.1428571428571428,245,6,40.833333333333336,,2010-09-18,Yes,1.0,4.0,Champions,Inconnu,VIP,Régulier,Hiver,Après-midi,UK,Établi,Faible,Inconnu,Moyen,Explorateur,M,Active,United Kingdom,0,421.3671428571429,0.025787965616045846,4,107,0
12705,15,14,6814.24,19.58114942528736,16.764465536571315,-17.700000000000003,162.0,3973,11.416666666666666,-6,80,341,357,4,14,4,0.1522988505747126,0.9654178674351584,228,229,16.285714285714285,1,14,0,14,0.0402298850574712,348,14,24.857142857142858,45.0,01/03/2010,Yes,999.0,5.0,Champions,45-54,VIP,Hyperactif,Printemps,Après-midi,Europe continentale,Établi,Faible,Semaine,Moyen,Explorateur,F,Active,Germany,0,454.28266666666667,0.043859649122807015,4,27,0
